id,ami_launch_index,architecture,block_device_mappings,client_token,ebs_optimized,hypervisor,iam_instance_profile,image_id,instance_id,instance_lifecycle,instance_type,kernel_id,key_name,launch_time,monitoring,network_interfaces_attribute,placement,platform,private_dns_name,private_ip_address,product_codes,public_dns_name,public_ip_address,ramdisk_id,root_device_name,root_device_type,security_groups,source_dest_check,spot_instance_request_id,sriov_net_support,state,state_reason,state_transition_reason,subnet_id,tags,virtualization_type,vpc_id
i-3c46efff,3,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-28266a87', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-fc266a53', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}]",bIHwx1456987840818,True,xen,,ami-8d668cc9,i-3c46efff,,m4.xlarge,,easemob,2016-03-03 06:50:41+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:5d:1b:c3:6c:b5', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-86460ae1', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-133.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.133'}], u'PrivateDnsName': 'ip-172-31-17-133.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-adcace65', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.133'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-133.us-west-1.compute.internal,172.31.17.133,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-rest-c1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-f259f031,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-fd266a52', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-dc266a73', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}]",bIHwx1456987840818,True,xen,,ami-8d668cc9,i-f259f031,,m4.xlarge,,easemob,2016-03-03 06:50:41+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:75:68:dd:db:2b', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-85460ae2', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-130.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.130'}], u'PrivateDnsName': 'ip-172-31-17-130.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-a9cace61', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.130'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-130.us-west-1.compute.internal,172.31.17.130,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-rest-c2', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-f159f032,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c9266a66', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-27266a88', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}}]",bIHwx1456987840818,True,xen,,ami-8d668cc9,i-f159f032,,m4.xlarge,,easemob,2016-03-03 06:50:41+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:5d:c6:37:ec:47', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-b8460adf', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-131.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.131'}], u'PrivateDnsName': 'ip-172-31-17-131.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-abcace63', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.131'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-131.us-west-1.compute.internal,172.31.17.131,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-rest-c3', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-f059f033,2,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-14266abb', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 42, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-db266a74', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 42, tzinfo=tzutc())}}]",bIHwx1456987840818,True,xen,,ami-8d668cc9,i-f059f033,,m4.xlarge,,easemob,2016-03-03 06:50:41+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:19:b7:87:6c:fd', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-87460ae0', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-132.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.132'}], u'PrivateDnsName': 'ip-172-31-17-132.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-aacace62', u'AttachTime': datetime.datetime(2016, 3, 3, 6, 50, 41, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.132'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-132.us-west-1.compute.internal,172.31.17.132,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-rest-c4', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-9268c751,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-be014211', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 51, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-0b0241a4', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 51, tzinfo=tzutc())}}]",JdWSi1456814030471,True,xen,,ami-8d668cc9,i-9268c751,,m4.xlarge,,easemob,2016-03-01 06:33:50+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:d2:bf:ea:2d:db', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-ea28688d', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-28-120.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.28.120'}], u'PrivateDnsName': 'ip-172-31-28-120.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-dea69d16', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 50, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.28.120'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-28-120.us-west-1.compute.internal,172.31.28.120,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-muc-z5', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-9568c756,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-d202417d', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 51, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-0a0241a5', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 51, tzinfo=tzutc())}}]",JdWSi1456814030471,True,xen,,ami-8d668cc9,i-9568c756,,m4.xlarge,,easemob,2016-03-01 06:33:50+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:a8:4f:22:35:43', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-eb28688c', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-28-121.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.28.121'}], u'PrivateDnsName': 'ip-172-31-28-121.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-dfa69d17', u'AttachTime': datetime.datetime(2016, 3, 1, 6, 33, 50, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.28.121'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-28-121.us-west-1.compute.internal,172.31.28.121,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-muc-z6', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-4f70dc8c,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-82c2832d', u'AttachTime': datetime.datetime(2016, 2, 29, 11, 6, 7, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-bfc28310', u'AttachTime': datetime.datetime(2016, 2, 29, 11, 6, 7, tzinfo=tzutc())}}]",jeTzh1456743966356,False,xen,,ami-8d668cc9,i-4f70dc8c,,t2.medium,,easemob,2016-02-29 11:06:06+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:18:0f:ec:aa:c5', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-5d97d13a', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-27-129.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.27.129'}], u'PrivateDnsName': 'ip-172-31-27-129.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-34b088fc', u'AttachTime': datetime.datetime(2016, 2, 29, 11, 6, 6, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.27.129'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-27-129.us-west-1.compute.internal,172.31.27.129,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-codis-fl1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-da52fb19,23,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-d53a767a', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-423a76ed', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-da52fb19,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:36:b4:0b:fc:cb', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-075b1760', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-70.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.70'}], u'PrivateDnsName': 'ip-172-31-26-70.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-c9deda01', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.70'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-70.us-west-1.compute.internal,172.31.26.70,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd28', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-d952fb1a,24,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-ee3a7641', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c23a766d', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-d952fb1a,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:22:27:ec:dd:07', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-3a5b175d', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-71.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.71'}], u'PrivateDnsName': 'ip-172-31-26-71.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-c8deda00', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.71'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-71.us-west-1.compute.internal,172.31.26.71,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd27', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-d852fb1b,25,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-223a768d', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-503a76ff', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-d852fb1b,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:63:83:a2:e3:c1', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-315b1756', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-72.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.72'}], u'PrivateDnsName': 'ip-172-31-26-72.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-cbdeda03', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.72'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-72.us-west-1.compute.internal,172.31.26.72,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd26', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-df52fb1c,18,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-9b3a7634', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-793a76d6', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-df52fb1c,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:66:f0:07:11:6b', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-31511d56', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-65.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.65'}], u'PrivateDnsName': 'ip-172-31-26-65.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-2fddd9e7', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.65'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-65.us-west-1.compute.internal,172.31.26.65,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd25', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-de52fb1d,19,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-0d3a76a2', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-b23a761d', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-de52fb1d,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:fe:e0:23:b8:9d', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-3d511d5a', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-66.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.66'}], u'PrivateDnsName': 'ip-172-31-26-66.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-21ddd9e9', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.66'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-66.us-west-1.compute.internal,172.31.26.66,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd24', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-dd52fb1e,20,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-013a76ae', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c43a766b', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 31, tzinfo=tzutc())}}]",HESQi1456990588608,True,xen,,ami-8d668cc9,i-dd52fb1e,,m4.4xlarge,,easemob,2016-03-03 07:36:29+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:f5:3b:3e:59:73', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-335b1754', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-26-67.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.26.67'}], u'PrivateDnsName': 'ip-172-31-26-67.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-20ddd9e8', u'AttachTime': datetime.datetime(2016, 3, 3, 7, 36, 29, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.26.67'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-26-67.us-west-1.compute.internal,172.31.26.67,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-ejabberd23', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
